user_id,JobID,score_TFIDF,score_CV,score_KNN,score_BERT,Final
1,1688,0.2920576283701815,0.3246297693620742,0.2920576283701815,0.51124585,0.4268277754472619
1,2350,0.1852724099437811,0.2209282844883918,0.1852724099437811,0.5446555,0.4044678514319735
1,1748,0.2371796597402051,0.2291675861028334,0.2371796597402051,0.45301655,0.36588058653234484
1,2444,0.1773381356246928,0.179961766519385,0.1773381356246928,0.48606837,0.36283863933934635
1,1915,0.189235976679682,0.1812563376400159,0.189235976679682,0.46727002,0.3552584387679062
1,2321,0.1526681466770081,0.1903094815816941,0.1526681466770081,0.46848318,0.34592130016127187
1,1743,0.1248774568006425,0.1753992123424922,0.1248774568006425,0.48476022,0.34585929027444196
1,2433,0.206066643207412,0.177399995887323,0.206066643207412,0.4318909,0.33869453255095594
1,1736,0.1721541676649178,0.2260714477630603,0.1721541676649178,0.42962736,0.3320298110757814
1,1674,0.1438185287582551,0.1872582012457196,0.1438185287582551,0.4393872,0.3255036987520485
1,2434,0.1789672347963004,0.1921070404985207,0.1789672347963005,0.41696966,0.32308267048874223
1,1602,0.2004420182739651,0.2213411541783432,0.2004420182739651,0.40021333,0.3223947189000238
1,2280,0.20709127359071,0.1838250344469581,0.20709127359071,0.40210074,0.3217703295219088
1,1830,0.1322380228957823,0.2077940073591457,0.1322380228957823,0.4287691,0.31771226760464927
1,2431,0.1796361451160426,0.1921786020731758,0.1796361451160426,0.40500513,0.31611178174213034
1,1512,0.1662150735915886,0.1731361405533502,0.1662150735915886,0.41397965,0.31556592613281154
1,1855,0.1997481664541988,0.1654791278960937,0.1997481664541988,0.398046,0.315299962725869
1,1694,0.1736313239482011,0.1690621548394675,0.1736313239482011,0.4020251,0.3102106726684071
1,2441,0.1564865933768214,0.1703038602388716,0.1564865933768214,0.4043749,0.30660130403693353
1,1111,0.1608423465502239,0.2030152216500525,0.1608423465502239,0.39547276,0.3058378821300724
1,2384,0.1657005374704239,0.2143001703626931,0.1657005374704239,0.3876961,0.30375783827739644
1,1747,0.140629015717215,0.1781995217882391,0.1406290157172149,0.40565252,0.3034001688939884
1,2041,0.1278597783039571,0.170200716483789,0.1278597783039571,0.41267413,0.302982483139566
1,1230,0.1286450894659621,0.2135166151978042,0.1286450894659621,0.39646024,0.2978213323595691
1,1399,0.1745709528812757,0.233547892765641,0.1745709528812757,0.36622697,0.29546225714094676
1,1516,0.2194853819530559,0.2024624995531929,0.2194853819530559,0.34202558,0.29130721254123604
1,1520,0.2031153991958871,0.271725923745559,0.2031153991958871,0.33061993,0.286479170133322
1,1240,0.1681189688229871,0.2350469562572477,0.1681189688229871,0.3539582,0.2863153062726209
1,2442,0.1783286631886005,0.1736661562387427,0.1783286631886005,0.35898986,0.2862591305804544
1,2438,0.1490990577619969,0.1745145812302781,0.1490990577619969,0.37209773,0.2854398134516269
1,2079,0.1721482175886784,0.2011227831960543,0.1721482175886783,0.35367766,0.28396333959620895
1,2101,0.1721482175886784,0.2011227831960543,0.1721482175886783,0.35367766,0.28396333959620895
1,758,0.1294676224645528,0.1708640427592785,0.1294676224645528,0.37565178,0.28131775901529366
1,1719,0.1435496751873772,0.1938173471599079,0.1435496751873772,0.36077017,0.27890873927220394
1,1325,0.1377008548610758,0.1798216367835259,0.1377008548610758,0.36547774,0.2785790641366753
1,1567,0.1389453199534049,0.1621731311457284,0.1389453199534049,0.36145324,0.2747728531005943
1,1408,0.1601744871494178,0.1803514984411359,0.1601744871494177,0.34195697,0.27126167798893897
