JobID,user_id,score_TFIDF,score_CV,score_KNN,Final_Score
0,508,0.2662804164782069,0.3141898411003673,0.2662804164782068,0.2822502246855937
0,3,0.20032882259285176,0.27215953997964065,0.20032882259285176,0.22427239505511473
0,518,0.19797771629955974,0.24842365165043173,0.1979777162995597,0.2147930280831837
1,508,0.26961441161802396,0.38139875725567385,0.2696144116180241,0.3068758601639073
1,2,0.1145470552403696,0.20407995827400766,0.11454705524036968,0.1443913562515823
1,3,0.10943621427346348,0.18913749950857406,0.10943621427346348,0.13600330935183366
10,508,0.29609330949751483,0.362085901006828,0.29609330949751483,0.3180908400006192
10,518,0.183508348353189,0.29677812233569867,0.18350834835318908,0.22126493968069225
10,1,0.1717912212774039,0.2736793527825463,0.1717912212774039,0.20575393177911802
100,3,0.1942292946084543,0.3630402970920132,0.19422929460845437,0.2504996287696406
100,1,0.1998772646600905,0.2584985849353035,0.19987726466009045,0.21941770475182812
100,508,0.13119706042857,0.24373739342750175,0.13119706042856993,0.16871050476154723
1000,508,0.4216473208018997,0.471284761650551,0.4216473208018996,0.43819313441811675
1000,2,0.18347339923542658,0.2549783836570294,0.18347339923542658,0.20730839404262755
1000,506,0.1474211669001029,0.19728778505513256,0.14742116690010296,0.16404337295177948
1001,508,0.2252966638257897,0.28743186323120845,0.22529666382578964,0.24600839696092924
1001,4,0.1872257843828213,0.2865063296842206,0.18722578438282128,0.22031929948328774
1001,3,0.17219677522479038,0.2858201089810302,0.17219677522479035,0.21007121981020363
1002,508,0.36693364779668636,0.5077898354261123,0.36693364779668636,0.41388571033982835
1002,3,0.3723606978617279,0.4590385810187453,0.3723606978617279,0.40125332558073373
1002,506,0.291223777794391,0.4100964933714988,0.29122377779439096,0.3308480163200936
1003,3,0.2154285036114055,0.33715646827005863,0.21542850361140548,0.2560044918309565
1003,1,0.17891734553007851,0.2786952159792465,0.1789173455300786,0.2121766356798012
1003,508,0.14738678461442764,0.2524234796092715,0.1473867846144276,0.18239901627937558
1004,3,0.31155078243501294,0.3275078253967978,0.31155078243501294,0.3168697967556079
1004,508,0.22400712048347798,0.3087699926413243,0.22400712048347804,0.25226141120276013
1004,2,0.18584490119977926,0.28913070776333,0.1858449011997792,0.2202735033876295
1005,1,0.2534076926198887,0.333866908910332,0.2534076926198887,0.2802274313833698
1005,518,0.254682952342672,0.2883108801440232,0.2546829523426721,0.26589226160978907
1005,508,0.2071802524940735,0.32361496078818586,0.20718025249407346,0.2459918219254443
1006,508,0.3049082837403531,0.33481643314306453,0.30490828374035306,0.31487766687459023
1006,1,0.20747134780303003,0.25642180660507546,0.20747134780303006,0.22378816740371188
1006,518,0.18843455054767225,0.2671256882480316,0.18843455054767214,0.2146649297811253
1007,508,0.27597183542546666,0.4441587052350424,0.2759718354254667,0.3320341253619919
1007,4,0.2018989313660672,0.38498131273886427,0.20189893136606724,0.26292639182366623
1007,3,0.10588111219211355,0.2662810670868801,0.10588111219211349,0.1593477638237024
1008,508,0.2906308524754625,0.42700508888104893,0.29063085247546255,0.3360889312773246
1008,2,0.16485071167352736,0.20532605338811924,0.16485071167352724,0.17834249224505794
1008,3,0.12572922412992893,0.23257954771616426,0.12572922412992893,0.16134599865867405
1009,508,0.40809146510560407,0.5085377955242921,0.4080914651056041,0.44157357524516677
1009,2,0.2510619746542188,0.3655617651033445,0.25106197465421876,0.289228571470594
1009,3,0.2620649919455725,0.28332048661967335,0.2620649919455725,0.26915015683693944
101,508,0.4141999726333334,0.5235717055430987,0.41419997263333336,0.4506572169365885
101,506,0.13370361683837634,0.21736461375739938,0.13370361683837637,0.161590615811384
101,4,0.13104600722220855,0.21086294920502696,0.13104600722220858,0.1576516545498147
1010,2,0.1869381223052578,0.15837259199536766,0.18693812230525786,0.17741627886862776
1010,508,0.1491819319916649,0.16913009497775364,0.14918193199166493,0.15583131965369448
1010,506,0.05803865032844362,0.09654644034049607,0.058038650328443596,0.07087458033246109
1011,1,0.28662788911301124,0.4176012278996944,0.28662788911301135,0.3302856687085723
1011,508,0.299963589765647,0.38978629530088105,0.2999635897656471,0.32990449161072505
1011,518,0.23644275594302577,0.35394153692864194,0.23644275594302577,0.2756090162715645
1012,518,0.2887211544354445,0.35952664106239574,0.2887211544354446,0.3123229833110949
1012,1,0.23089285661417094,0.2831755483204044,0.23089285661417103,0.2483204205162488
1012,3,0.14647640559401087,0.18814982957500156,0.14647640559401084,0.16036754692100777
1013,508,0.2775204096980266,0.37930300639700054,0.2775204096980265,0.3114479419310179
1013,1,0.18897478990287658,0.2845693540209637,0.18897478990287658,0.22083964460890562
1013,518,0.17129099863739194,0.23202511536061007,0.17129099863739197,0.191535704211798
1014,518,0.30838096507324697,0.46561121961985696,0.308380965073247,0.36079104992211697
1014,1,0.3032357654777236,0.4549565106225487,0.3032357654777236,0.3538093471926653
1014,508,0.26810664539891516,0.3512046592589814,0.2681066453989152,0.2958059833522706
1015,508,0.20863969414812583,0.23114446313626333,0.20863969414812578,0.2161412838108383
1015,4,0.13048797056120617,0.25849775798436847,0.13048797056120617,0.17315789970226025
1015,1,0.15743499727806134,0.16530446419139577,0.15743499727806126,0.16005815291583947
1016,508,0.2959164630522666,0.3246628358037129,0.2959164630522666,0.3054985873027487
1016,3,0.2723874695461119,0.3110394742624464,0.27238746954611187,0.28527147111822343
1016,518,0.22989346070658775,0.30090752171742435,0.22989346070658775,0.2535648143768666
1017,508,0.3445063262288157,0.3714922960282538,0.3445063262288156,0.353501649495295
1017,518,0.18142393865853904,0.21843699246378076,0.1814239386585391,0.19376162326028631
1017,506,0.11972441427052057,0.2120631387344952,0.11972441427052048,0.1505039890918454
1018,508,0.3035621895226701,0.31605448560763355,0.3035621895226701,0.3077262882176579
1018,2,0.14068303507012828,0.14205689821159956,0.14068303507012825,0.14114098945061868
1018,1,0.11020753612739602,0.16989802774628024,0.11020753612739609,0.1301043666670241
1019,506,0.22497254934207664,0.33677966959568445,0.22497254934207664,0.2622415894266126
1019,508,0.24978485478338655,0.25716674479965196,0.2497848547833865,0.2522454847888083
1019,1,0.18667912451097746,0.23656449210633015,0.1866791245109774,0.203307580376095
102,508,0.44604118648057245,0.5088960692514807,0.44604118648057234,0.4669928140708752
102,2,0.1828633837496324,0.27638611532408264,0.18286338374963249,0.21403762760778253
102,506,0.15245326832755488,0.19172926401617624,0.15245326832755485,0.16554526689042864
1020,508,0.36500792244489216,0.5343408727140547,0.3650079224448922,0.4214522392012798
1020,3,0.27845704632379303,0.3886406168190639,0.27845704632379314,0.31518490315555003
1020,2,0.20214760566975276,0.3145083381274043,0.20214760566975282,0.2396011831556366
1021,508,0.21549203559322153,0.2547906392203702,0.2154920355932215,0.2285915701356044
1021,506,0.1504963330897581,0.19738966359796972,0.15049633308975802,0.16612744325916196
1021,1,0.149544485643702,0.17194749979756688,0.14954448564370204,0.15701215702832363
1022,508,0.27577790036697264,0.40863726607395306,0.27577790036697264,0.3200643556026328
1022,506,0.26839218770767403,0.3015100325621524,0.26839218770767403,0.2794314693258335
1022,4,0.1810265000107327,0.3293237254405104,0.1810265000107328,0.2304589084873253
1023,508,0.25717146310560596,0.2994517379813173,0.25717146310560596,0.2712648880641764
1023,506,0.21719853184482335,0.3344466799193133,0.21719853184482335,0.25628124786965334
