user_id,JobID,score_TFIDF,score_CV,score_KNN,score_BERT
1,1688,0.29205762837018157,0.3246297693620742,0.29205762837018157,0.51124585
1,1539,0.23996584624182907,0.24379722077431032,0.23996584624182904,0.29020017
1,1535,0.23977707121657404,0.24388682850955082,0.2397770712165741,0.28774613
1,1748,0.23717965974020513,0.2291675861028334,0.23717965974020516,0.45301655
1,1516,0.2194853819530559,0.20246249955319293,0.2194853819530559,0.34202558
1,2280,0.20709127359071,0.18382503444695816,0.20709127359071,0.40210074
1,2433,0.20606664320741208,0.177399995887323,0.20606664320741208,0.4318909
1,1520,0.20311539919588714,0.27172592374555904,0.20311539919588717,0.33061993
1,1602,0.20044201827396513,0.2213411541783432,0.20044201827396513,0.40021333
1,1855,0.19974816645419882,0.16547912789609373,0.1997481664541988,0.398046
1,1378,0.19255985265643086,0.17897155172910156,0.19255985265643083,0.25403517
1,1915,0.18923597667968206,0.1812563376400159,0.18923597667968206,0.46727002
1,2350,0.1852724099437811,0.22092828448839183,0.18527240994378114,0.5446555
1,1523,0.18235453161307658,0.1639932930900345,0.18235453161307658,0.28157407
1,1376,0.18160659905747684,0.18004981459843714,0.1816065990574769,0.32851648
1,2431,0.17963614511604264,0.19217860207317586,0.17963614511604264,0.40500513
1,2434,0.17896723479630047,0.19210704049852076,0.1789672347963005,0.41696966
1,2442,0.1783286631886005,0.17366615623874276,0.17832866318860052,0.35898986
1,2216,0.17800677130069495,0.17682027349230336,0.17800677130069498,0.32022947
1,2444,0.1773381356246928,0.179961766519385,0.1773381356246928,0.48606837
1,1253,0.17496093163129833,0.17570012549803532,0.17496093163129833,0.3266673
1,1399,0.17457095288127575,0.23354789276564103,0.17457095288127578,0.36622697
1,1694,0.17363132394820113,0.16906215483946757,0.17363132394820113,0.4020251
1,1736,0.17215416766491784,0.22607144776306035,0.17215416766491787,0.42962736
1,2079,0.17214821758867843,0.2011227831960543,0.17214821758867838,0.35367766
1,2101,0.17214821758867843,0.2011227831960543,0.17214821758867838,0.35367766
1,2328,0.16934521462555285,0.17950184248365328,0.16934521462555285,0.31456804
1,1240,0.16811896882298719,0.23504695625724775,0.16811896882298716,0.3539582
1,1512,0.16621507359158866,0.17313614055335022,0.1662150735915886,0.41397965
1,2384,0.16570053747042396,0.21430017036269317,0.1657005374704239,0.3876961
1,1111,0.1608423465502239,0.20301522165005256,0.1608423465502239,0.39547276
1,1408,0.1601744871494178,0.18035149844113593,0.16017448714941773,0.34195697
1,2441,0.15648659337682144,0.17030386023887162,0.15648659337682147,0.4043749
1,2321,0.15266814667700818,0.19030948158169417,0.15266814667700812,0.46848318
1,2438,0.14909905776199697,0.17451458123027813,0.14909905776199694,0.37209773
1,1346,0.14848732355925567,0.2086645976179038,0.14848732355925565,0.32263756
1,1674,0.14381852875825515,0.18725820124571968,0.14381852875825518,0.4393872
1,1719,0.1435496751873772,0.1938173471599079,0.14354967518737727,0.36077017
1,280,0.1432606314955817,0.23162956182198247,0.14326063149558166,0.32467446
1,1747,0.14062901571721503,0.17819952178823917,0.14062901571721498,0.40565252
1,583,0.1404140133054375,0.21099578012659576,0.14041401330543746,0.33316082
1,1567,0.13894531995340495,0.16217313114572843,0.13894531995340498,0.36145324
1,1325,0.13770085486107586,0.1798216367835259,0.13770085486107586,0.36547774
1,721,0.13748908269347182,0.19656666671086817,0.13748908269347182,0.3204744
1,239,0.13697884110753497,0.198558865264387,0.136978841107535,0.2728359
1,2381,0.1368109010978163,0.16414150065259353,0.13681090109781624,0.33478633
1,1830,0.13223802289578232,0.20779400735914577,0.13223802289578235,0.4287691
