user_id,JobID,score_TFIDF,score_CV,score_KNN,score_BERT,Final,actual_application
1,1688,0.2920576283701815,0.3246297693620742,0.2920576283701815,0.51124585,0.4268277754472619,2
1,2350,0.1852724099437811,0.2209282844883918,0.1852724099437811,0.5446555,0.4044678514319735,0
1,1748,0.2371796597402051,0.2291675861028334,0.2371796597402051,0.45301655,0.3658805865323448,1
1,2444,0.1773381356246928,0.179961766519385,0.1773381356246928,0.48606837,0.3628386393393463,2
1,1915,0.189235976679682,0.1812563376400159,0.189235976679682,0.46727002,0.3552584387679062,2
1,2321,0.1526681466770081,0.1903094815816941,0.1526681466770081,0.46848318,0.3459213001612718,1
1,1743,0.1248774568006425,0.1753992123424922,0.1248774568006425,0.48476022,0.3458592902744419,1
1,2433,0.206066643207412,0.177399995887323,0.206066643207412,0.4318909,0.3386945325509559,0
1,1736,0.1721541676649178,0.2260714477630603,0.1721541676649178,0.42962736,0.3320298110757814,2
1,1674,0.1438185287582551,0.1872582012457196,0.1438185287582551,0.4393872,0.3255036987520485,2
1,2434,0.1789672347963004,0.1921070404985207,0.1789672347963005,0.41696966,0.3230826704887422,1
1,1602,0.2004420182739651,0.2213411541783432,0.2004420182739651,0.40021333,0.3223947189000238,0
1,2280,0.20709127359071,0.1838250344469581,0.20709127359071,0.40210074,0.3217703295219088,0
1,1830,0.1322380228957823,0.2077940073591457,0.1322380228957823,0.4287691,0.3177122676046492,1
1,2431,0.1796361451160426,0.1921786020731758,0.1796361451160426,0.40500513,0.3161117817421303,1
1,1512,0.1662150735915886,0.1731361405533502,0.1662150735915886,0.41397965,0.3155659261328115,1
1,1855,0.1997481664541988,0.1654791278960937,0.1997481664541988,0.398046,0.315299962725869,1
1,1694,0.1736313239482011,0.1690621548394675,0.1736313239482011,0.4020251,0.3102106726684071,2
1,2441,0.1564865933768214,0.1703038602388716,0.1564865933768214,0.4043749,0.3066013040369335,1
1,1111,0.1608423465502239,0.2030152216500525,0.1608423465502239,0.39547276,0.3058378821300724,1
1,2384,0.1657005374704239,0.2143001703626931,0.1657005374704239,0.3876961,0.3037578382773964,2
1,1747,0.140629015717215,0.1781995217882391,0.1406290157172149,0.40565252,0.3034001688939884,1
1,2041,0.1278597783039571,0.170200716483789,0.1278597783039571,0.41267413,0.302982483139566,1
1,1230,0.1286450894659621,0.2135166151978042,0.1286450894659621,0.39646024,0.2978213323595691,1
1,1399,0.1745709528812757,0.233547892765641,0.1745709528812757,0.36622697,0.2954622571409467,1
1,1516,0.2194853819530559,0.2024624995531929,0.2194853819530559,0.34202558,0.291307212541236,2
1,1520,0.2031153991958871,0.271725923745559,0.2031153991958871,0.33061993,0.286479170133322,1
1,1240,0.1681189688229871,0.2350469562572477,0.1681189688229871,0.3539582,0.2863153062726209,2
1,2442,0.1783286631886005,0.1736661562387427,0.1783286631886005,0.35898986,0.2862591305804544,2
1,2438,0.1490990577619969,0.1745145812302781,0.1490990577619969,0.37209773,0.2854398134516269,1
1,2079,0.1721482175886784,0.2011227831960543,0.1721482175886783,0.35367766,0.2839633395962089,2
1,2101,0.1721482175886784,0.2011227831960543,0.1721482175886783,0.35367766,0.2839633395962089,1
1,758,0.1294676224645528,0.1708640427592785,0.1294676224645528,0.37565178,0.2813177590152936,1
1,1719,0.1435496751873772,0.1938173471599079,0.1435496751873772,0.36077017,0.2789087392722039,0
1,1325,0.1377008548610758,0.1798216367835259,0.1377008548610758,0.36547774,0.2785790641366753,0
1,1567,0.1389453199534049,0.1621731311457284,0.1389453199534049,0.36145324,0.2747728531005943,0
1,1408,0.1601744871494178,0.1803514984411359,0.1601744871494177,0.34195697,0.2712616779889389,1
1,1539,0.239965846241829,0.2437972207743103,0.239965846241829,0.29020017,0.2704895779499797,1
1,1376,0.1816065990574768,0.1800498145984371,0.1816065990574769,0.32851648,0.2695968491770867,2
1,1535,0.239777071216574,0.2438868285095508,0.2397770712165741,0.28774613,0.2689694822159273,1
1,1253,0.1749609316312983,0.1757001254980353,0.1749609316312983,0.3266673,0.266058672039193,1
1,2216,0.1780067713006949,0.1768202734923033,0.1780067713006949,0.32022947,0.2632217407394388,1
1,583,0.1404140133054375,0.2109957801265957,0.1404140133054374,0.33316082,0.2631202740042908,1
1,280,0.1432606314955817,0.2316295618219824,0.1432606314955816,0.32467446,0.2609458216308727,0
1,1346,0.1484873235592556,0.2086645976179038,0.1484873235592556,0.32263756,0.258995192829567,1
1,2381,0.1368109010978163,0.1641415006525935,0.1368109010978162,0.33478633,0.2583292183946042,2
1,2328,0.1693452146255528,0.1795018424836532,0.1693452146255528,0.31456804,0.2574945726360311,1
1,95,0.1283888947485112,0.1748396797271491,0.1283888947485112,0.33112273,0.2546742743972682,2
1,721,0.1374890826934718,0.1965666667108681,0.1374890826934718,0.3204744,0.2531880314791283,2
1,1523,0.1823545316130765,0.1639932930900345,0.1823545316130765,0.28157407,0.2400501307929264,0
1,1243,0.1248663730979742,0.1924950738130736,0.1248663730979742,0.297696,0.2353270193106996,2
1,1378,0.1925598526564308,0.1789715517291015,0.1925598526564308,0.25403517,0.2280862129698393,1
1,239,0.1369788411075349,0.198558865264387,0.136978841107535,0.2728359,0.2246510788586992,2
1,104,0.1265282360941531,0.1841200134324389,0.1265282360941532,0.27430493,0.2209534301714898,1
2,1222,0.1523694994923353,0.2206431766850368,0.1523694994923352,0.5148145,0.3766638675162042,2
2,1264,0.1412911580714905,0.1983213724362432,0.1412911580714905,0.5197706,0.3740818446650714,0
2,1305,0.1446225485744251,0.1983213724362432,0.1446225485744251,0.51251334,0.3707269058159518,2
2,1303,0.140094400725617,0.1983213724362432,0.140094400725617,0.5086117,0.3670274774613094,2
2,1263,0.1398708295162678,0.1983213724362432,0.1398708295162678,0.5039001,0.3641334460985046,2
2,1395,0.0853089449298074,0.1911856923599577,0.0853089449298074,0.5073235,0.349105352714938,1
2,1249,0.1081834771962369,0.155927336844228,0.108183477196237,0.49182165,0.3431407668432938,1
2,1304,0.0776736095013619,0.1565454150856648,0.0776736095013619,0.5004901,0.3392506843589751,1
2,2393,0.1071987638529538,0.1669800285335029,0.1071987638529538,0.47539076,0.3340920880092364,0
2,1437,0.1439712414216485,0.1898183500630982,0.1439712414216485,0.44958717,0.3319255094328043,1
2,1258,0.1112151084584796,0.1742187709180303,0.1112151084584796,0.46156925,0.3277279596293468,1
2,1821,0.1926978051380438,0.1752729495010611,0.1926978051380438,0.41620553,0.3250599544915192,2
2,1656,0.0771770180609962,0.1849953751734302,0.0771770180609963,0.46370065,0.3198730329356419,1
2,1537,0.0864290392754686,0.1576734154531524,0.0864290392754686,0.45807338,0.3165400813279558,0
2,2372,0.1053211789547223,0.2022722180327827,0.1053211789547223,0.43195802,0.3109983874896949,1
2,1745,0.1641204876961854,0.2218110619538966,0.1641204876961854,0.38331142,0.3014041045042452,0
2,1895,0.0932630356033172,0.1717790661086094,0.0932630356033172,0.42040643,0.2974006752918561,2
2,2295,0.0826685326419186,0.1648361920775057,0.0826685326419186,0.42561212,0.2966514510003261,1
2,406,0.091943070824595,0.1567868113972662,0.091943070824595,0.41736645,0.2936814723871051,1
2,1665,0.0845469370361551,0.2012393123901072,0.0845469370361551,0.4132163,0.2934177923498572,0
2,2340,0.0971173405977197,0.1573094226789756,0.0971173405977198,0.40958655,0.2906180744472135,2
2,854,0.0791542439758965,0.1707888628566373,0.0791542439758965,0.41126963,0.2875869374784326,2
2,2034,0.1036323999058045,0.1822281351702945,0.1036323999058045,0.39399904,0.2857119574887708,2
2,1598,0.0824878287865554,0.1658147297723801,0.0824878287865554,0.4055762,0.2846735416132046,1
2,1759,0.1065616053186599,0.2051328603570913,0.1065616053186599,0.37855792,0.279616519631307,1
2,1511,0.102123957505865,0.166221388099522,0.1021239575058651,0.3869059,0.2794028660617117,1
2,1259,0.084372056150474,0.152267164331855,0.084372056150474,0.3967725,0.2786018332783276,0
2,1525,0.0788547669860857,0.1586744608044376,0.0788547669860857,0.39030302,0.2737056881762694,2
2,1200,0.1004522059807247,0.1522477044772647,0.1004522059807248,0.3759578,0.2709351122419439,1
2,1594,0.0845285590950737,0.1537965662971648,0.0845285590950737,0.38150752,0.2696427363582385,1
2,1202,0.0778794404584549,0.1676277428210226,0.0778794404584549,0.38166606,0.2691262424196387,1
2,1224,0.0819934491758958,0.1589065251401266,0.0819934491758958,0.37955135,0.2682194972667814,1
2,694,0.0834843850604665,0.1592955596752618,0.0834843850604665,0.3740656,0.2654142314856661,2
2,2237,0.0816014205150175,0.150131791571405,0.0816014205150175,0.3684116,0.2605405653116457,2
2,2134,0.1051647959658969,0.1569218741005199,0.105164795965897,0.35342842,0.2592986781998211,0
